"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Physical","Horizon","BOOK","2019","12","2","What a cold needs / Barbara Bottner ; pictures by Chris Sheban.","Bottner, Barbara","Cold Disease Juvenile literature, Cold Disease Fiction, Picture books","Neal Porter Books, Holiday House,","[2019]"
"Physical","Horizon","BOOK","2019","12","1","Winnie's great war / by Lindsay Mattick and Josh Greenhut ; art by Sophie Blackall.","Mattick, Lindsay","Winnie the Pooh Fictitious character Juvenile fiction, Winnipeg Bear Juvenile fiction, Bears Juvenile fiction, Voyages and travels Juvenile fiction, World War 1914 1918 Juvenile fiction, Canada History 1914 1945 Juvenile fiction, Great Britain History George V 1910 1936 Juvenile fiction","Little, Brown and Company,","2018."
"Digital","OverDrive","AUDIOBOOK","2019","12","4","Midnight in Europe (Unabridged)","Alan Furst","Fiction, Historical Fiction, Thriller","Simon & Schuster - Audiobooks","2014"
"Digital","OverDrive","EBOOK","2019","12","8","Shelter Mountain: Virgin River Series, Book 2","Robyn Carr","Fiction, Romance","Harlequin Enterprises, Ltd.","2010"
"Physical","Horizon","SOUNDDISC","2019","12","4","The colors of all the cattle / by Alexander McCall Smith.","McCall Smith, Alexander, 1948-","Ramotswe Precious Fictitious character Fiction, Women private investigators Botswana Fiction, No 1 Ladies Detective Agency Imaginary organization Fiction, Botswana Fiction, Detective and mystery fiction, Audiobooks","Recorded Books, LLC,","[2018]"
"Physical","Horizon","BOOK","2019","12","1","The High Druid's blade / Terry Brooks.","Brooks, Terry","Shannara Imaginary place Fiction, Druids and Druidism Fiction, Fantasy fiction","Del Rey,","[2014]"
"Physical","Horizon","BOOK","2019","12","1","Soccerverse : poems about soccer / Elizabeth Steinglass ; illustrated by Edson Ikê.","Steinglass, Elizabeth","Soccer Juvenile poetry","Wordsong, an imprint of Highlights,","[2019]"
"Physical","Horizon","BOOK","2019","12","1","By starlight / Dorothy Garlock.","Garlock, Dorothy","Depressions 1929 Montana Fiction, Prohibition Fiction, Large type books, Historical fiction, Love stories","Thorndike Press,","2012."
"Physical","Horizon","BOOK","2019","12","2","The hole : a novel / Hye-young Pyun ; translated by Sora Kim-Russell.","P'yŏn, Hye-yŏng, 1972-","Amnesia Fiction, Traffic accidents Fiction, Grief Fiction, Wives Death Fiction","Arcade Publishing,","2017."
"Physical","Horizon","BOOK","2019","12","2","Stephen McCranie's Space Boy. Volume 2 / written and illustrated by Stephen McCranie.","McCranie, Stephen, 1987-","Synesthesia Comic books strips etc, Moving Household Comic books strips etc, Strangers Comic books strips etc, High school students Comic books strips etc, Self perception Comic books strips etc, Friendship in children Comic books strips etc, Comic books strips etc United States, Cartoons and comics, Science fiction comics, Graphic novels, Comics Graphic works","Dark Horse Books, a division of Dark Horse Comics, Inc.,","2018."
"Digital","OverDrive","EBOOK","2019","12","7","Mexico Travel Guide","Lonely Planet","Nonfiction, Travel","Lonely Planet Pty, Ltd","2012"
"Physical","Horizon","VIDEODISC","2019","12","5","Der Turm = The tower / eine teamWorx Produktion ; in Koproducktion mit MDR und ARD Degeto ; sowie BR, NDR, RBB, SWR und WDR ; gefördert durch Mitteldeutsche Medienförderung, Medienboard Berlin-Brandenburg ; in Zusammenarbeit mit Beta Film ; Producer, Matthias Adler, Benjamin Benedict, Nico Hofmann ; Drehbuch, Thomas Kirchner ; Regie, Christian Schwochow.",,"Dresden Germany Social life and customs 20th century Drama, Germany East Drama, Made for TV movies, Historical television programs, Fiction television programs","Music Box Films,","[2017]"
"Digital","OverDrive","EBOOK","2019","12","4","Paradox: FBI Thriller Series, Book 22","Catherine Coulter","Fiction, Suspense, Thriller","Simon & Schuster, Inc.","2018"
"Physical","Horizon","BOOK","2019","12","5","Moon / Alison Oliver.","Oliver, Alison","Wolves Juvenile fiction, Liberty Juvenile fiction, Freedom Fiction, Picture books","Clarion Books, an imprint of Houghton Mifflin Harcourt Publishing Company,","[2018]"
"Physical","Horizon","VIDEODISC","2019","12","1","Girlfriends. The seventh season / CBS Television Distribution.",,"Female friendship California Los Angeles Drama, African American women California Los Angeles Drama, African American businesspeople California Los Angeles Drama, African American women Social conditions Drama, Women Sexual behavior California Los Angeles Drama, Man woman relationships California Los Angeles Drama, Television comedies, Television series, Fiction television programs, Video recordings for the hearing impaired","CBS DVD : Paramount Home Entertainment,","[2009]"
"Physical","Horizon","SOUNDDISC","2019","12","1","Weird in a world that's not : a career guide for misfits, f*ckups, and failures / Jennifer Romolini.","Romolini, Jennifer","Vocational guidance, Success in business, Audiobooks","Harper Audio,","[2017]"
"Digital","OverDrive","EBOOK","2019","12","5","One Crazy Summer: One Crazy Summer Series, Book 1","Rita Williams-Garcia","African American Fiction, Historical Fiction, Juvenile Fiction","HarperCollins Publishers Inc.","2010"
"Physical","Horizon","BOOK","2019","12","1","Pearls on a branch : oral tales / Najla Jraissaty Khoury ; translated from the Arabic by Inea Bushnaq.","Khūrī, Najlā Jurayṣātī","Tales Lebanon, Women Folklore","Archipelago Books,","2018."
"Physical","Horizon","VIDEODISC","2019","12","2","The man who fell to earth / Studio Canal ; British Lion Films ; produced by Michael Deeley and Barry Spikings ; screenplay by Paul Mayersberg ; directed by Nicolas Roeg.",,"Human alien encounters Drama, Chief executive officers Drama, Alienation Social psychology Drama, Science fiction films, Fiction films, Feature films, Video recordings for the hearing impaired","Lionsgate,","[date of publication not identified]"
"Digital","OverDrive","EBOOK","2019","12","1","The Revolution Business: Merchant Princes Series, Book 5","Charles Stross","Fiction, Science Fiction","Macmillan Publishers","2014"
"Digital","OverDrive","EBOOK","2019","12","1","Vengeance of the Iron Dwarf","R. A. Salvatore","Fantasy, Fiction","Random House, Inc.","2015"
"Physical","Horizon","VIDEODISC","2019","12","8","The governor. The complete collection / a La Plante production ; director, Alan Dosser ... [and others] ; written and produced by Lynda La Plante",,"Prison wardens Drama, Prisons Drama, Television series, Prison television programs, Fiction television programs","RLJ Entertainment,","[2018]"
"Digital","OverDrive","EBOOK","2019","12","4","Children of God: Sparrow Series, Book 2","Mary Doria Russell","Fiction, Science Fiction","Random House, Inc.","2011"
"Digital","OverDrive","EBOOK","2019","12","1","Lost and Found","Jayne Ann Krentz","Fiction, Romance, Suspense","Penguin Group (USA), Inc.","2013"
"Digital","OverDrive","EBOOK","2019","12","3","Miss Kraft Is Daft!: My Weirder School Series, Book 7","Dan Gutman","Humor (Fiction), Juvenile Fiction","HarperCollins Publishers Inc.","2013"
"Physical","Horizon","VIDEODISC","2019","12","2","Ngôi nhả trong hem / Pathfinder Films Ltd. ; Coco Paris ; CREA TV ; môt san pham cùa Trần Trong Dần ; phim cùa Lê Văn Kiệt.",,"Haunted houses Drama, Supernatural Drama, Horror films, Feature films, Fiction films","Shout! Factory : Scream Factory,","[2014]"
"Physical","Horizon","BOOK","2019","12","1","Virtually yours / Sarvenaz Tash.","Tash, Sarvenaz","Dating Social customs Juvenile fiction, Dating services Juvenile fiction, Virtual reality Juvenile fiction, Best friends Juvenile fiction, Friendship Juvenile fiction, Campus fiction, Young adult fiction","Simon & Schuster Books for Young Readers,","[2019]"
"Digital","OverDrive","EBOOK","2019","12","1","Dare to Run: Sons of Steel Row Series, Book 1","Jen McLaughlin","Fiction, Romance, Suspense","Penguin Group (USA), Inc.","2017"
"Physical","Horizon","BOOK","2019","12","2","Diary of a Minecraft zombie. Book 4, [Zombie swap] / Zack Zombie.","Zombie, Zack (Fictitious character)","Minecraft Game Juvenile fiction, Zombies Juvenile fiction, Video game characters Juvenile fiction, Video games Juvenile fiction, Diary fiction","Zack Zombie Publishing,","[2015]"
"Physical","Horizon","SOUNDDISC","2019","12","2","Tumbleweed connection / Elton John.","John, Elton","Popular music 1971 1980, Rock music 1971 1980, Popular music, Rock music","Rocket ; Manufactured and marketed by Island,","[1995]"
"Physical","Horizon","BOOK","2019","12","6","Mouse Guard. Legends of the guard. Volume three / David Petersen, editor ; Paul Morrissey, editor.",,"Mice Comic books strips etc, Middle Ages Comic books strips etc, Storytelling Comic books strips etc, Mice Juvenile fiction, Middle Ages Juvenile fiction, Storytelling Juvenile fiction, Cartoons and comics, Fantasy comics, Graphic novels","Archaia Entertainment,","2015."
"Physical","Horizon","VIDEODISC","2019","12","1","Cinderella / [by Sergei Prokofiev] ; a Gorky Film Studios Production ; International Historic Films, Inc. ; directors: Alexander Row, Rostislov Zakharov.",,"Cinderella Legendary character, Ballets, Ballets Stories plots etc","Kultur,","[2005]"
"Physical","Horizon","VIDEODISC","2019","12","7","From dusk till dawn / Dimension Films ; A Band Apart ; Los Hooligans Productions ; produced by Gianni Nunnari, Meir Teper ; ; screenplay by Quentin Tarantino ; directed by Robert Rodriguez.",,"Fugitives from justice Drama, Vampires Drama, Mexico Drama, Feature films, Vampire films, Horror films, Action and adventure films, Fiction films","Miramax : [Distributed by] Echo Bridge Home Entertainment ; distributed by Lionsgate ,","[2011]"
"Digital","OverDrive","EBOOK","2019","12","2","Squeak!: 100 Fun Facts About Hamsters, Mice, Guinea Pigs, and More","Rose Davidson","Juvenile Nonfiction, Language Arts, Nature","Random House, Inc.","2019"
"Physical","Horizon","BOOK","2019","12","2","Milwaukee noir / edited by Tim Hennessy.",,"Milwaukee Wis Fiction, Detective and mystery fiction, Short stories, Noir fiction","Akashic Books,","[2019]"
"Digital","OverDrive","AUDIOBOOK","2019","12","3","The Trauma Everyday Life (Unabridged)","Mark Epstein","Nonfiction, Religion & Spirituality, Self-Improvement","Gildan Media Corp","2014"
"Physical","Horizon","SOUNDDISC","2019","12","7","Nothing to see here / Kevin Wilson.","Wilson, Kevin, 1978-","Female friendship Fiction, Twins Fiction, Child care Fiction, Combustion Spontaneous Fiction, Domestic fiction, Humorous fiction, Audiobooks","Harper Collins Publishers,","[2019]"
"Physical","Horizon","BOOK","2019","12","1","Flash of fury / Lea Griffith.","Griffith, Lea","Peace Corps U S Fiction, Soldiers Fiction, Cameroon Fiction, Romantic suspense fiction","Sourcebooks Casablanca,","2017."
"Physical","Horizon","VIDEODISC","2019","12","1","Taken from me : the Tiffany Rubin story / Lifetime ; produced by Harvey Kahn ; written by Michael Bortman ; directed by Gary Harvey.",,"Abduction Drama, Parental kidnapping Drama, Mothers and sons Drama, Korea South Drama, Made for TV movies, Fiction television programs, Video recordings for the hearing impaired","A & E Television Networks : Distributed by New Video,","[2011]"
"Physical","Horizon","BOOK","2019","12","6","The infinite blacktop : a novel / Sara Gran.","Gran, Sara","Women private investigators Fiction, Murder Investigation Fiction, Detective and mystery fiction","Atria Books,","[2018]"
"Physical","Horizon","VIDEODISC","2019","12","5","The nature of genius : two films by Michael Apted on scientific & artistic brilliance / Vulcan Productions ; Clear Blue Sky Productions ; directed by Michael Apted ; produced by Jody Patton, Eileen Gregory.",,"Creative ability, Creative thinking, Scientists Interviews, Scientists Biography, Biographical films, Documentary films, Nonfiction films, Video recordings for the hearing impaired","Distributed by PBS Distribution,","c2013."
"Physical","Horizon","BOOK","2019","12","2","Smart women love money : five simple, life-changing rules of investing / Alice Finn.","Finn, Alice","Women Finance Personal, Investments, Saving and investment, Financial literacy","Regan Arts,","2017."
"Digital","OverDrive","EBOOK","2019","12","10","At the Edge of Time: Exploring the Mysteries of Our Universe's First Seconds","Dan Hooper","Nonfiction, Science","Princeton University Press","2019"
"Physical","Horizon","BOOK","2019","12","7","Duck is stuck / Zoubida Mouhssin ; [illustrated by] Pascale Moutte-Baur.","Mouhssin, Zoubida, 1965-","Ducks Juvenile fiction, Animals Juvenile fiction, Ice Juvenile fiction, Helpfulness Fiction, Picture books","Clavis Publishing Inc.,","[2018]"
"Digital","OverDrive","EBOOK","2019","12","3","The Emotional Intelligence Quick Book: Everything You Need to Know to Put Your EQ to Work","Travis Bradberry","Business, Nonfiction, Self-Improvement","Simon & Schuster, Inc.","2014"
"Physical","Horizon","BOOK","2019","12","3","Our man : Richard Holbrooke and the end of the American century / George Packer.","Packer, George, 1960-","Holbrooke Richard C 1941 2010, Diplomats United States Biography, Ambassadors United States Biography, Statesmen United States Biography, Large type books, Biographies","Random House Large Print,","[2019]"
"Digital","OverDrive","EBOOK","2019","12","2","Gone to Dust: Nils Shapiro Series, Book 1","Matt Goldman","Fiction, Literature, Mystery, Thriller","Macmillan Publishers","2017"
"Physical","Horizon","BOOK","2019","12","4","Officer Spence makes no sense! / Dan Gutman ; pictures by Jim Paillot.","Gutman, Dan","Stealing Fiction, Schools Fiction, Security guards Fiction, Humorous stories","HarperTrophy,","2009."
"Digital","OverDrive","EBOOK","2019","12","1","Tell Me a Riddle, Requa I, and Other Works","Tillie Olsen","Fiction, Short Stories","University of Nebraska Press","2013"
"Digital","OverDrive","EBOOK","2019","12","2","Antisemitism: Here and Now","Deborah E. Lipstadt","Nonfiction, Politics, Sociology","Random House, Inc.","2019"
"Digital","OverDrive","EBOOK","2019","12","1","Once Upon a Midnight","Nora Roberts","Fantasy, Fiction, Romance, Short Stories","Penguin Group (USA), Inc.","2013"
"Digital","OverDrive","EBOOK","2019","12","1","Our Magnificent Bastard Tongue: The Untold Story of English","John Mcwhorter","Language Arts, Nonfiction","Penguin Group (USA), Inc.","2008"
"Digital","OverDrive","EBOOK","2019","12","1","The Lost Frost Girl","Amy Wilson","Fantasy, Folklore, Juvenile Fiction, Juvenile Literature","HarperCollins Publishers Inc.","2017"
"Physical","Horizon","VIDEODISC","2019","12","6","Avatar, the last airbender. The complete book 3 collection / Nickelodeon.",,"Magic Juvenile drama, Reincarnation Juvenile drama, Martial arts Juvenile drama, Avatars Religion Juvenile drama, Fire Juvenile drama, Good and evil Juvenile drama, Friendship Juvenile drama, Imaginary wars and battles Juvenile drama, Animated television programs, Fantasy television programs, Fiction television programs, Television series, Video recordings for the hearing impaired","Paramount,","2008."
"Digital","OverDrive","EBOOK","2019","12","2","Who Is Michelle Obama?","Megan Stine","African American Nonfiction, Biography & Autobiography, Juvenile Nonfiction","Penguin Group (USA), Inc.","2014"
"Digital","OverDrive","EBOOK","2019","12","1","Destroyer of Worlds: Known Space Series, Book 3","Larry Niven","Fiction, Science Fiction","Macmillan Publishers","2013"
"Physical","Horizon","SOUNDDISC","2019","12","1","Canta las letras / 123 Andrés.","123 Andrés (Musical group)","Childrens songs Spanish Juvenile sound recordings, Spanish language Alphabet Songs and music Juvenile sound recordings, Childrens songs Juvenile sound recordings, Songs, Childrens sound recordings","Salsana Records,","[2019]"
"Digital","OverDrive","EBOOK","2019","12","38","Never Let Me Go","Kazuo Ishiguro","Fiction, Literature, Science Fiction","Random House, Inc.","2009"
"Physical","Horizon","BOOK","2019","12","1","Shamanic healing : traditional medicine for the modern world / Itzhak Beery ; foreword by Alberto Villoldo.","Beery, Itzhak, 1950-","Mental healing, Shamanism, Mind and body","Destiny Books,","[2017]"
"Physical","Horizon","SOUNDDISC","2019","12","1","Wings / BTS.","BTS (Musical group)","Popular music Korea South 2011 2020, Songs Korean, Popular music","Big Hit Entertainment/Loen Entertainment,","[2016]"
"Physical","Horizon","BOOK","2019","12","9","Empire of the summer moon : Quanah Parker and the rise and fall of the Comanches, the most powerful Indian tribe in American history / S.C. Gwynne.","Gwynne, S. C. (Samuel C.), 1953-","Parker Quanah 1845 1911, Parker Cynthia Ann 1827 1864, Comanche Indians Kings and rulers Biography, Comanche Indians Wars, Comanche Indians History, Frontier and pioneer life West U S, West U S History 1848 1860, West U S History 1860 1890, West U S History 1890 1945, West U S Race relations","Scribner,","2011."
"Physical","Horizon","SOUNDDISC","2019","12","1","R.E.D / Ne-Yo.","Ne-Yo","Popular music 2011 2020","Motown,","[2012]"
"Physical","Horizon","BOOK","2019","12","7","The Sullivan Street Bakery cookbook / Jim Lahey with Maya Joseph ; photography by Squire Fox.","Lahey, Jim","Sullivan Street Bakery, Baking, Cooking Italian, Cookbooks","W.W. Norton & Company,","[2017]"
"Physical","Horizon","BOOK","2019","12","1","R.I.P.D.. Volume 1 / by Peter Lenkov ; artist, Lucas Marangon, Randy Emberlin.","Lenkov, Peter M.","Good and evil Comic books strips etc, Hell Comic books strips etc Juvenile fiction, Science fiction comic books strips etc, Fantasy comics, Graphic novels","Dark Horse ; Diamond [distributor],","2013."
"Physical","Horizon","REGPRINT","2019","12","2","Finding home again / Brenda Jackson.","Jackson, Brenda (Brenda Streater)","Man woman relationships Fiction, Courtship Fiction, African Americans Fiction, Romance fiction","HQN Books,","[2019]"
"Physical","Horizon","SOUNDDISC","2019","12","1","The fractured republic : [renewing America's social contract in the age of individualism] / by Yuval Levin.","Levin, Yuval","Civil society United States, United States Politics and government 21st century, United States Social conditions 21st century, United States Economic conditions 21st century, United States Civilization 21st century, Audiobooks","achette,","[2016]"
"Digital","OverDrive","AUDIOBOOK","2019","12","2","L'art de la Simplicité: How to Live More with Less (unabridged) (Unabridged)","Dominique Loreau","Home Design & Décor, New Age, Nonfiction, Self-Improvement","Macmillan Audio","2017"
"Physical","Horizon","BOOK","2019","12","2","Four-season harvest : organic vegetables from your home garden all year around / Eliot Coleman ; illustrations by Kathy Bray ; and photographs by Barbara Damrosch.","Coleman, Eliot, 1938-","Vegetable gardening, Organic gardening","Chelsea Green Pub.,","[1999]"
"Physical","Horizon","BOOK","2019","12","4","NFT, Not For Tourists Guide to Seattle / Not for Tourists, Inc. ; [city editor, Jessica Baxter].",,"Seattle Wash Guidebooks","Skyhorse Publishing,","[2017]"
"Physical","Horizon","BOOK","2019","12","3","The crying of lot 49 / Thomas Pynchon.","Pynchon, Thomas","Administration of estates Fiction, Married women Fiction, California Fiction","Harper Perennial,","2006."
"Digital","OverDrive","EBOOK","2019","12","2","The Melody Lingers On","Mary Higgins Clark","Fiction, Mystery, Suspense, Thriller","Simon & Schuster, Inc.","2015"
"Physical","Horizon","BOOK","2019","12","2","Plutopia : nuclear families, atomic cities, and the great Soviet and American plutonium disasters / Kate Brown.","Brown, Kate (Kathryn L.)","Plutonium industry Social aspects Russia Federation Oz‰rsk Cheliabinskaia oblast History 20th century, Plutonium industry Social aspects Washington State Richland History 20th century, Working class families Russia Federation Oz‰rsk Cheliabinskaia oblast History 20th century, Working class families Washington State Richland History 20th century, Plutonium industry Accidents Russia Federation Oz‰rsk Cheliabinskaia oblast History 20th century, Plutonium industry Accidents Washington State Richland History 20th century, Industrial safety Government policy Soviet Union Case studies, Industrial safety Government policy United States Case studies, Oz‰rsk Cheliabinskaia oblast Russia History 20th century, Richland Wash History 20th century","Oxford University Press,","[2013]"
"Digital","OverDrive","EBOOK","2019","12","1","The Man Who Lost the Sea: Complete Stories of Theodore Sturgeon Series, Book 10","Theodore Sturgeon","Fiction, Science Fiction","Random House, Inc.","2016"
"Digital","OverDrive","AUDIOBOOK","2019","12","3","The Autoimmune Solution: Prevent and Reverse the Full Spectrum of Inflammatory Symptoms and Diseases (unabridged) (Unabridged)","Amy Myers","Health & Fitness, Nonfiction","HarperCollins Publishers Inc.","2015"
"Digital","OverDrive","EBOOK","2019","12","8","The Ship of Dreams: The Sinking of the Titanic and the End of the Edwardian Era","Gareth Russell","History, Nonfiction, Women's Studies","Simon & Schuster, Inc.","2019"
"Physical","Horizon","BOOK","2019","12","1","Paperboy / Vince Vawter.","Vawter, Vince","Stuttering Juvenile fiction, Newspaper carriers Juvenile fiction, Interpersonal relations Juvenile fiction, Self esteem Juvenile fiction, Race relations Juvenile fiction, Family life Tennessee Fiction, Memphis Tenn History 20th century Juvenile fiction","Delacorte Press,","2013."
"Physical","Horizon","BOOK","2019","12","1","The robber Hotzenplotz / Otfried Preussler ; translated from the German by Anthea Bell ; illustrated by F.J. Tripp.","Preussler, Otfried","Robbers and outlaws Fiction, Humorous stories","New York Review Books,","[2016]"
"Digital","OverDrive","EBOOK","2019","12","2","Black than Blue: Vampire Sorority Sisters Series, Book 2","Rebekah Weatherspoon","Fiction, Romance, Science Fiction","Bold Strokes Books, Inc.","2017"
"Physical","Horizon","BOOK","2019","12","1","Lacrosse / by Annabelle Tometich.","Tometich, Annabelle, 1980-","Lacrosse Juvenile literature","ABDO Pub. Co.,","[2012]"
"Physical","Horizon","BOOK","2019","12","2","C++ crash course : a fast-paced introduction / by Josh Lospinoso.","Lospinoso, Josh","C Computer program language, Computer programming","No Starch Press, Inc.,","[2019]"
"Physical","Horizon","BOOK","2019","12","3","Three Kings Day : a celebration at Christmastime / by Diane Hoyt-Goldsmith ; photographs by Lawrence Migdale.","Hoyt-Goldsmith, Diane","Epiphany United States Juvenile literature, Puerto Ricans United States Social life and customs Juvenile literature, Epiphany Juvenile literature, Holidays Juvenile literature, Puerto Ricans United States Juvenile literature, United States Social life and customs Juvenile literature","Holiday House,","2004."
"Digital","OverDrive","EBOOK","2019","12","2","Cold: Adventures in the World's Frozen Places","Bill Streever","Nature, Nonfiction, Science","Hachette Digital, Inc.","2009"
"Physical","Horizon","BOOK","2019","12","1","Death around the bend : a Lady Hardcastle mystery / T. E. Kinsey.","Kinsey, T. E. (Thomas E.),","Eccentrics and eccentricities Fiction, Women detectives England Fiction, Women household employees Fiction, Murder Investigation Fiction, Criminal investigation Fiction, Country life Great Britain Fiction, England Social life and customs 20th century Fiction, Detective and mystery fiction","Thomas & Mercer,","[2017]"
"Digital","OverDrive","EBOOK","2019","12","4","Return of the Sea Otter: The Story of the Animal That Evaded Extinction on the Pacific Coast","Todd McLeish","Nature, Nonfiction","Random House, Inc.","2018"
"Physical","Horizon","VIDEODISC","2019","12","3","Eero Saarinen : the architect who saw the future / produced and directed by Peter Rosen ; co-producer, Eric Saarinen ; series producer, Julie Sacks ; executive producer, Michael Kantor ; a co-production of Peter Rosen Productions, Inc., Thirteen's American Masters for WNET and Detroit Public Television in association with YLE.",,"Saarinen Eero 1910 1961, Architects United States Biography, Documentary films, Video recordings for the hearing impaired","Distributed by PBS Distribution,","c2017."
"Physical","Horizon","BOOK","2019","12","1","The secrets of happy families : improve your mornings, rethink family dinner, fight smarter, go out and play, and much more / Bruce Feiler.","Feiler, Bruce, 1964-","Families, Families Psychological aspects, Families Religious aspects","William Morrow,","[2013]"
"Digital","OverDrive","EBOOK","2019","12","2","Would-Be Wilderness Wife","Regina Scott","Christian Fiction, Fiction, Historical Fiction, Romance","Harlequin Enterprises, Ltd.","2015"
"Physical","Horizon","VIDEODISC","2019","12","59","Leave no trace / Universal ; Bleecker Street ; Bron ; Topic ; a Harrison Productions, Reisman Productions, Still Rolling Productions film ; produced by Anne Harrison, Linda Reisman, Anne Rosellini ; screenplay by Debra Granik & Anne Rosellini ; directed by Debra Granik.",,"Homeless families Drama, Wilderness areas Drama, Fathers and daughters Drama, Families Drama, Social service Drama, Portland Or Drama, Fiction films, Coming of age films, Feature films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Universal Pictures Home Entertainment,","[2018]"
"Physical","Horizon","BOOK","2019","12","3","Immigrant, Montana / Amitava Kumar.","Kumar, Amitava, 1963-","East Indians United States Fiction, College students Fiction, Self realization Fiction, Young men Fiction, Immigrants Fiction, Bildungsromans","Alfred A. Knopf,","2018."
"Physical","Horizon","BOOK","2019","12","1","Colorless Tsukuru Tazaki and his years of pilgrimage / Haruki Murakami ; translated from the Japanese by Philip Gabriel.","Murakami, Haruki, 1949-","Friendship Fiction, Identity Psychology Fiction, Locomotive engineers Fiction, Self realization Fiction, Voyages and travels Fiction, Japan Fiction, Europe Fiction, Psychological fiction","Alfred A. Knopf,","2014."
"Digital","OverDrive","EBOOK","2019","12","1","Lie in Wait","Eric Rickstad","Fiction, Mystery, Thriller","HarperCollins Publishers Inc.","2015"
"Physical","Horizon","BOOK","2019","12","1","Chief Joseph / Jane Sutcliffe.","Sutcliffe, Jane","Joseph Nez Perc‚ Chief 1840 1904 Juvenile literature, Nez Perc‚ Indians Kings and rulers Biography Juvenile literature, Nez Perc‚ Indians Wars 1877 Juvenile literature, Nez Perc‚ Indians Biography Juvenile literature, Indians of North America Northwest Pacific Biography Juvenile literature, Kings queens rulers etc","Lerner Publications Co.,","[2004]"
"Digital","OverDrive","EBOOK","2019","12","1","Dragon's Lair: Justin de Quincey Series, Book 3","Sharon Kay Penman","Fiction, Suspense","Penguin Group (USA), Inc.","2011"
"Physical","Horizon","BOOK","2019","12","1","Triumfalʹna︠i︡a arka / Ėrikh Mari︠i︡a Remark ; perevod s neme︠t︡skogo M.L. Rudni︠t︡skogo.","Remarque, Erich Maria, 1898-1970","Physicians Fiction, World War 1939 1945 Fiction, Concentration camps Germany Fiction, Paris France History 1870 1940 Fiction, Romance fiction","Izdatelʹstvo AST,","2017."
"Physical","Horizon","BOOK","2019","12","1","The forgotten helper : a Christmas story / Lorrie Moore ; illustrated by T. Lewis.","Moore, Lorrie","Elves Juvenile fiction, Behavior Fiction, Santa Claus Juvenile fiction, Christmas Fiction","Delacorte Press,","2000."
"Digital","OverDrive","EBOOK","2019","12","7","Death in Captivity: A Second World War Mystery","Michael Gilbert","Classic Literature, Fiction, Historical Fiction, Mystery","Sourcebooks","2019"
"Digital","OverDrive","AUDIOBOOK","2019","12","2","Moon Over Manhattan: Mystery And Mayhem (unabridged) (Unabridged)","Larry King","Fiction, Mystery","Phoenix Books, Inc.","2008"
"Physical","Horizon","BOOK","2019","12","1","Radiant voices : 21 feminist essays for rising up inspired by EMMA Talks / edited by Carla Bergman.",,"Feminism, Essays","Brindle & Glass,","2019."
"Digital","OverDrive","EBOOK","2019","12","4","Allegedly","Tiffany D. Jackson","Young Adult Fiction, Young Adult Literature","HarperCollins Publishers Inc.","2017"
"Physical","Horizon","BOOK","2019","12","3","Fudge and jury / Ellie Alexander.","Alexander, Ellie","Bakers Fiction, Festivals Fiction, Murder Investigation Fiction, Family owned business enterprises Fiction, Oregon Fiction, Detective and mystery fiction","St Martin's Paperbacks,","2017."
"Physical","Horizon","VIDEODISC","2019","12","2","Black is the color / Arte France, Les Films D'ici, Bachibouzouk present ; written by Daniel Soutif and Jacques Goldstein ; a film by Jacques Goldstein.",,"African American art, African American artists, Documentary films, Nonfiction films, Video recordings for the hearing impaired","Icarus Films Home Video,","[2017], c2016."
"Physical","Horizon","BOOK","2019","12","1","Gems & crystals from one of the world's great collections / George E. Harlow and Anna S. Sofianides ; photography by Erica and Harold Van Pelt.","Harlow, George E.","American Museum of Natural History Catalogs, Minerals Catalogs and collections New York State New York, Precious stones Catalogs and collections New York State New York","Sterling Signature,","[2015]"
"Physical","Horizon","BOOK","2019","12","3","Christmas in the barn / by Margaret Wise Brown ; illustrated by Diane Goode.","Brown, Margaret Wise, 1910-1952","Christmas Fiction, Stories in rhyme Juvenile fiction","HarperCollins,","2004."
"Physical","Horizon","BOOK","2019","12","4","In the Jerusalem forest / Devora Busheri ; illustrated by Noa Kelner.","Busheri, Devora, 1967-","Mother and child Juvenile fiction, Nature stories, Forests and forestry Juvenile fiction, Jerusalem Juvenile fiction, Picture books","Kar-Ben Publishing,","[2019]"
"Digital","OverDrive","AUDIOBOOK","2019","12","1","Missing: The Secrets of Crittenden County Series, Book 1 (unabridged) (Unabridged)","Shelley Shepard Gray","Christian Fiction, Fiction","Blackstone Audio, Inc.","2012"
"Digital","OverDrive","EBOOK","2019","12","1","The Burning Air: A Novel","Erin Kelly","Fiction, Literature","Penguin Group (USA), Inc.","2013"
"Digital","OverDrive","EBOOK","2019","12","1","Defiance: Significance Series, Book 3","Shelly Crane","Fantasy, Romance, Young Adult Fiction","Smashwords, Inc.","2015"
"Digital","OverDrive","AUDIOBOOK","2019","12","8","The Stars Below: Vega Jane Series, Book 4 (unabridged) (Unabridged)","David Baldacci","Young Adult Fiction","Scholastic Inc. Audiobooks","2019"
"Physical","Horizon","BOOK","2019","12","5","Ed Emberley's drawing book of animals.","Emberley, Ed","Animals in art Juvenile literature, Drawing Technique Juvenile literature","Little, Brown and Co.,","2006."
