"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Physical","Horizon","BOOK","2019","12","1","The brain warrior's way : ignite your energy and focus, attack illness and aging, transform pain into purpose / Daniel G. Amen, MD, Tana Amen, BSN, RN.","Amen, Daniel G.","Self care Health Popular works, Mental health Popular works, Stress management Popular works, Mental health Nutritional aspects Popular works","New American Library,","2016."
"Physical","Horizon","BOOK","2019","12","1","Rap dad : a story of family and the subculture that shaped a generation / Juan Vidal.","Vidal, Juan, 1981-","Vidal Juan, Journalists United States Biography, Fatherhood Social aspects United States, Colombian Americans Biography, Autobiographies","Atria Books,","2018."
"Physical","Horizon","BOOK","2019","12","6","Song for a whale / Lynne Kelly.","Kelly, Lynne, 1969-","Deaf Juvenile fiction, People with disabilities Juvenile fiction, Whales Juvenile fiction, Automobile travel Juvenile fiction, Grandmothers Juvenile fiction","Delacorte Press,","[2019]"
"Physical","Horizon","BOOK","2019","12","1","Transatlantic : a novel / Colum McCann.","McCann, Colum, 1965-","Transatlantic voyages Fiction, Historical fiction, Epic fiction","Random House,","2013."
"Physical","Horizon","BOOK","2019","12","1","Mexico / by Liz Sonneborn.","Sonneborn, Liz","Mexico Juvenile literature","Children's Press, an imprint of Scholastic Inc.,","2018."
"Digital","OverDrive","EBOOK","2019","12","1","The Big Time: Football Genius Series, Book 4","Tim Green","Juvenile Fiction, Juvenile Literature","HarperCollins Publishers Inc.","2010"
"Physical","Horizon","BOOK","2019","12","2","ILLM Crosses of Ethiopia : the sign of faith : evolution and form",,,,
"Physical","Horizon","BOOK","2019","12","2","A house for Hermit Crab / Eric Carle.","Carle, Eric","Hermit crabs Juvenile fiction, Crabs Juvenile fiction, Marine animals Juvenile fiction, Dwellings Juvenile fiction","Simon Spotlight,","2014."
"Physical","Horizon","BOOK","2019","12","4","We are family / by Patricia Hegarty ; illustrated by Ryan Wheatcroft.","Hegarty, Patricia","Families Juvenile fiction, Stories in rhyme","Tiger Tales,","2017."
"Physical","Horizon","BOOK","2019","12","2","When Brooklyn was queer / Hugh Ryan.","Ryan, Hugh, 1978-","Sexual minorities New York State New York History, Brooklyn New York N Y History 19th century, Brooklyn New York N Y History 20th century","St. Martin's Press,","[2019]"
"Digital","OverDrive","AUDIOBOOK","2019","12","1","Neverworld Wake (Unabridged)","Marisha Pessl","Young Adult Fiction, Young Adult Literature","Books on Tape","2018"
"Physical","Horizon","BOOK","2019","12","1","Ayurveda : Asian secrets of wellness, beauty and balance / author, Kim Inglis ; photographer, Luca Invernizzi Tettoni.","Inglis, Kim","Medicine Ayurvedic Popular works","Tuttle Publishing,","[2016]"
"Physical","Horizon","BOOK","2019","12","2","Scandinavian needlecraft : 35 step-by-step projects to create the Scandinavian home / Clare Youngs.","Youngs, Clare","Needlework Scandinavia Patterns, Needlework Scandinavia","Cico,","2010."
"Physical","Horizon","BOOK","2019","12","1","Gone / James Patterson and Michael Ledwidge.","Patterson, James, 1947-","Bennett Michael Fictitious character Fiction, Assassins Fiction, Large type books, Suspense fiction","Little, Brown and Company,","2013."
"Digital","OverDrive","EBOOK","2019","12","2","Deja Dead: Temperance Brennan Series, Book 1","Kathy Reichs","Fiction, Mystery, Suspense, Thriller","Simon & Schuster, Inc.","2014"
"Digital","OverDrive","EBOOK","2019","12","3","Tiffin: 500 Authentic Recipes Celebrating India's Regional Cuisine","Sonal Ved","Cooking & Food, Nonfiction","Hachette Digital, Inc.","2018"
"Physical","Horizon","BOOK","2019","12","1","The village effect : how face-to-face contact can make us healthier, happier, and smarter / Susan Pinker.","Pinker, Susan, 1957-","Social interaction, Interpersonal relations, Interpersonal communication, Eye contact","Spiegel & Grau,","[2014]"
"Digital","OverDrive","AUDIOBOOK","2019","12","4","War of the Wolf: The Warrior Chronicles, Book 11 (unabridged) (Unabridged)","Bernard Cornwell","Fiction, Historical Fiction, Literature, Thriller","HarperCollins Publishers Inc.","2018"
"Digital","OverDrive","EBOOK","2019","12","1","The Good Life: The Moral Individual in an Antimoral World","Cheryl Mendelson","Nonfiction, Philosophy, Politics","Bloomsbury USA","2012"
"Digital","OverDrive","EBOOK","2019","12","11","The Pursuit: Fox and O'Hare Series, Book 5","Janet Evanovich","Fiction, Humor (Fiction), Romance, Thriller","Random House, Inc.","2016"
"Physical","Horizon","BOOK","2019","12","1","That's not normal! / Mar Pavón ; Laure du Faÿ, [illustrator] ; [English translation, Martin Hyams].","Pavón, Mar","Elephants Juvenile fiction, Savanna animals Juvenile fiction, Friendship Juvenile fiction, Childrens stories Spanish Translations into English, Picture books","NubeOcho,","2016."
"Physical","Horizon","BOOK","2019","12","3","Green river killer : a true detective story / writer Jeff Jensen ; artist Jonathan Case ; letterer Nate Piekos of Blambot ; [introduction by Brian Michael Bendis].","Jensen, Jeff","Ridgway Gary Leon 1949, Serial murders Washington State Green River Region King County, Serial murderers Washington State Green River Region King County, Graphic novels Comic books strips etc, True crime comics, Nonfiction comics, Comics Graphic works","Dark Horse Books,","2019."
"Physical","Horizon","VIDEODISC","2019","12","5","Trois souvenirs de ma jeunesse : nos arcadies = My golden days : our arcadias / Magnolia Pictures ; une coproduction Why Not Productions, France 2 Cinéma, Le Pacte, Wild Bunch ; avec la participation de Canal+, Ciné+, France Télévisions, Centre National du Cinéma et de Pictanovo ; avec le soutien de Soficinéma 11, Cinémage 9, l'Angoa et de la Procirep ; scénario & dialogues, Arnaud Desplechin, Julie Peyr ; un film de Arnaud Desplechin.",,"Adolescence Drama, Anthropologists Drama, Feature films, Fiction films, Motion pictures French, Video recordings for the hearing impaired","Magnolia Home Entertainment,","[2016]"
"Digital","OverDrive","EBOOK","2019","12","1","Penguin on Vacation","Salina Yoon","Juvenile Fiction, Juvenile Literature, Travel Literature","Bloomsbury USA","2015"
"Digital","OverDrive","EBOOK","2019","12","1","Red Velvet and Absinthe: Paranormal Erotic Romance","Mitzi Szereto","Erotic Literature, Fantasy, Fiction, Romance","National Book Network (NBN)","2013"
"Digital","OverDrive","AUDIOBOOK","2019","12","1","Hothead: Cal Ripken, Jr.'s All-Stars Series, Book 1 (unabridged) (Unabridged)","Cal Ripken","Juvenile Fiction, Juvenile Literature","Books on Tape","2011"
"Digital","OverDrive","EBOOK","2019","12","3","The Long Ships","Frans G. Bengtsson","Fantasy, Fiction, Historical Fiction, Thriller","Random House, Inc.","2012"
"Digital","OverDrive","EBOOK","2019","12","17","Protect the Prince","Jennifer Estep","Fantasy, Fiction, Romance","HarperCollins Publishers Inc.","2019"
"Physical","Horizon","VIDEODISC","2019","12","2","Dreamcatcher / Castle Rock Entertainment ; in association with Village Roadside Pictures and NPV Entertainment ; a Kasdan Pictures production ; producer, Lawrence Kasdan, Charles Okun ; screenplay by William Goldman and Lawrence Kasdan ; directed by Lawrence Kasdan.",,"Human alien encounters Drama, Maine Drama, Horror films, Feature films, Fiction films, Video recordings for the hearing impaired","Warner Home Video,","[2009]"
"Digital","OverDrive","EBOOK","2019","12","2","The Proper Care and Feeding of Marriage","Dr. Laura Schlessinger","Family & Relationships, Nonfiction, Self-Improvement","HarperCollins Publishers Inc.","2007"
"Physical","Horizon","BOOK","2019","12","6","The eight nights of Chanukah / by Lesléa Newman ; illustrated by Elivia Savadier.","Newman, Lesléa","Hanukkah Juvenile literature, Childrens songs Juvenile literature","H.N. Abrams,","2005."
"Physical","Horizon","BOOK","2019","12","1","Pop's bridge / written by Eve Bunting ; illustrated by C.F. Payne.","Bunting, Eve, 1928-","Bridges Design and construction Juvenile fiction, Fathers Juvenile fiction, Golden Gate Bridge San Francisco Calif Juvenile fiction, San Francisco Calif History 20th century Juvenile fiction","Harcourt,","[2006]"
"Physical","Horizon","BOOK","2019","12","1","Zao qi de yi tian / wen/tu, Lai Ma.","Lai, Ma.","Childrens literature Chinese, Families Juvenile fiction, Picture books for children, Chinese language materials","Hebei jiao yu chu ban she,","2017."
"Digital","OverDrive","AUDIOBOOK","2019","12","2","The Windfall: A Novel (unabridged) (Unabridged)","Diksha Basu","Fiction, Literature","Books on Tape","2017"
"Digital","OverDrive","AUDIOBOOK","2019","12","6","A Conspiracy of Faith: Department Q Series, Book 3 (unabridged) (Unabridged)","Jussi Adler-Olsen","Fiction, Mystery","Books on Tape","2015"
"Physical","Horizon","BOOK","2019","12","1","Modern originals : at home with midcentury European designers / by Leslie Williamson.","Williamson, Leslie (Leslie Anne)","Interior decoration, Interior architecture","Rizzoli,","2014"
"Physical","Horizon","SOUNDDISC","2019","12","1","Fairy Mom and me / Sophie Kinsella.","Kinsella, Sophie","Magic Juvenile fiction, Fairies Juvenile fiction, Mothers and daughters Juvenile fiction, Childrens audiobooks","Random House/Listening Library,","[2018]"
"Physical","Horizon","BOOK","2019","12","1","The forbidden best-sellers of pre-revolutionary France / Robert Darnton.","Darnton, Robert","French literature 18th century History and criticism, Popular literature France History and criticism, Books and reading France History 18th century, Best sellers France History 18th century","W.W. Norton,","1995."
"Physical","Horizon","BOOK","2019","12","2","Raising the floor : how a universal basic income can renew our economy and rebuild the American dream / Andy Stern, with Lee Kravitz.","Stern, Andy, 1950-","Income, Occupations, Economic policy","Public Affairs,","[2016]"
"Digital","OverDrive","AUDIOBOOK","2019","12","5","Capital City: Gentrification and the Real Estate State (unabridged) (Unabridged)","Samuel Stein","Business, Nonfiction, Politics","Tantor Media, Inc","2019"
"Physical","Horizon","SOUNDDISC","2019","12","2","Better day / Dolly.","Parton, Dolly","Country music 2011 2020","Dolly Records,","[2011]"
"Physical","Horizon","BOOK","2019","12","16","Leprechaun in late winter / by Mary Pope Osborne ; illustrated by Sal Murdocca.","Osborne, Mary Pope","Gregory Lady 1852 1932 Juvenile fiction, Time travel Juvenile fiction, Magic Juvenile fiction, Tree houses Juvenile fiction, Brothers and sisters Juvenile fiction, Ireland History 19th century Juvenile fiction","Random House,","2010."
"Physical","Horizon","BOOK","2019","12","1","From Cold War to hot peace : an American ambassador in Putin's Russia / Michael McFaul.","McFaul, Michael, 1963-","McFaul Michael 1963, United States Foreign relations Russia Federation, Russia Federation Foreign relations United States, United States Foreign relations 1989, United States Foreign relations 2009 2017, Ambassadors Russia Federation Biography, Biographies","Houghton Mifflin Harcourt,","2018."
"Digital","OverDrive","AUDIOBOOK","2019","12","1","King's Captain: Alan Lewrie Series, Book 9 (unabridged) (Unabridged)","Dewey Lambdin","Fiction, Historical Fiction, Literature, Thriller","Tantor Media, Inc","2015"
"Physical","Horizon","BOOK","2019","12","4","Mid-century modern : living with mid-century modern design / Judith Miller.","Miller, Judith, 1951-","Interior decoration Amateurs manuals, Nineteen fifties","Mitchell Beazley,","2012."
"Physical","Horizon","BOOK","2019","12","1","Drawings by Degas / essay and catalogue by Jean Sutherland Boggs.","Degas, Edgar, 1834-1917","Degas Edgar 1834 1917 Exhibitions","City Art Museum of Saint Louis,","[1966]"
"Physical","Horizon","BOOK","2019","12","1","The enormouse pearl heist / Geronimo Stilton ; [illustrations by Giuseppe Ferrario ; translated by Lidia Morson Tramontozzi].","Stilton, Geronimo","Stilton Geronimo Juvenile fiction, Mice Juvenile fiction, Pearls Juvenile fiction, Humorous stories","Scholastic,","[2012]"
"Physical","Horizon","BOOK","2019","12","3","Castle / written by Christopher Gravett ; photographed by Geoff Dann.","Gravett, Christopher, 1951-","Fortification Europe History Juvenile literature, Castles Europe History Juvenile literature, Castles, Fortification","DK Publishing,","2008."
"Digital","OverDrive","EBOOK","2019","12","1","Knitting Socks from Around the World: 25 Patterns in a Variety of Styles and Techniques","Kari Cornell","Crafts, Nonfiction","Quarto Publishing Group USA","2011"
"Physical","Horizon","VIDEODISC","2019","12","1","Flicka 3 / Twentieth Century Fox ; Twentieth Century Fox Home Entertainment ; produced by Connie Dolphin ; written by Jen Robinson ; directed by Michael Damian.",,"Horsemanship Competitions Wyoming Drama, Stables Drama, Mothers and daughters Drama, Horse shows Wyoming Drama, Childrens films, Animal films, Fiction films, Feature films, Video recordings for the hearing impaired","20th Century Fox Home Entertainment,","2012."
"Digital","OverDrive","EBOOK","2019","12","2","The Legend of Sleepy Harlow: League of Literary Ladies Series, Book 3","Kylie Logan","Fiction, Mystery","Penguin Group (USA), Inc.","2016"
"Digital","OverDrive","AUDIOBOOK","2019","12","5","French For Dummies (Unabridged)","Zoe Erotopoulos, Ph.D.","Foreign Language Study, Foreign Language Study - French, Nonfiction","John Wiley & Sons, Inc.","2007"
"Physical","Horizon","BOOK","2019","12","1","Alberto Pinto classics.","Pinto, Alberto","Pinto Alberto, Interior decoration Pictorial works, Interior decorators","Rizzoli,","2001."
"Digital","OverDrive","AUDIOBOOK","2019","12","2","A Good Year (Unabridged)","Peter Mayle","Fiction, Literature","Books on Tape","2009"
"Physical","Horizon","SOUNDDISC","2019","12","4","On this winter's night / Lady Antebellum.","Lady Antebellum (Musical group)","Christmas music, Carols English","Capitol Records Nashville,","[2012]"
"Physical","Horizon","BOOK","2019","12","2","Rosa Parks / Terry Barber.","Barber, Terry, 1950-","Parks Rosa 1913 2005, African Americans Alabama Montgomery Biography, Civil rights workers Alabama Montgomery Biography, Readers for new literates","Grass Roots Press,","[2006]"
"Physical","Horizon","SOUNDDISC","2019","12","15","Agent running in the field / John Le Carré.","Le Carré, John, 1931-","London England Fiction, Retirement Fiction, Espionage Russian Fiction, Audiobooks, Thrillers Fiction, Spy fiction, Political fiction","Penguin Audio,","[2019]"
"Digital","OverDrive","AUDIOBOOK","2019","12","1","Cat O'Nine Tales: And Other Stories (unabridged) (Unabridged)","Jeffrey Archer","Fiction, Thriller","AudioGO","2007"
"Physical","Horizon","BOOK","2019","12","1","The accident : a chilling psychological thriller / Natalie Barelli.","Barelli, Natalie","Drunk driving Fiction, Traffic accidents Fiction, Female friendship Fiction, Secrecy Fiction, Deception Fiction, Thrillers Fiction, Psychological fiction","The Last Word,","[2018]"
"Digital","OverDrive","AUDIOBOOK","2019","12","71","An American Marriage: A Novel (unabridged) (Unabridged)","Tayari Jones","African American Fiction, Fiction, Literature","HighBridge Company","2018"
"Digital","OverDrive","EBOOK","2019","12","1","The Snowball Effect","Holly Nicole Hoxter","Young Adult Fiction","HarperCollins Publishers Inc.","2010"
"Physical","Horizon","BOOK","2019","12","22","Babymouse. [10], The musical / by Jennifer L. Holm & Matthew Holm.","Holm, Jennifer L.","Babymouse Fictitious character Comic books strips etc, Mice Comic books strips etc, Imagination Comic books strips etc, Animals Comic books strips etc, Schools Comic books strips etc, Cartoons and comics, Graphic novels","Random House Children's Books,","[2009]"
"Digital","OverDrive","AUDIOBOOK","2019","12","3","The Killing Lessons: Valerie Hart Series, Book 1 (unabridged) (Unabridged)","Saul Black","Fiction, Mystery, Thriller","Macmillan Audio","2015"
"Digital","OverDrive","AUDIOBOOK","2019","12","1","Growing & Managing A Business: 25 Keys to Building Your Company (unabridged) (Unabridged)","Kathleen R. Allen, Ph.D.","Business, Nonfiction","Listen & Live Audio, Inc.","2010"
"Digital","OverDrive","EBOOK","2019","12","3","Jane Eyre","Charlotte Bronte","Classic Literature, Fiction","Fictionwise, Inc.","2005"
"Digital","OverDrive","AUDIOBOOK","2019","12","2","Can We Talk About Race?: And Other Conversations in an Era of School Resegregation","Beverly Tatum","Education, Nonfiction","Books on Tape","2007"
"Digital","OverDrive","EBOOK","2019","12","1","Sharpe's Company: Sharpe Series, Book 13","Bernard Cornwell","Fiction, Historical Fiction","Penguin Group (USA), Inc.","2011"
